Tabela,Campo,PK,Tipo,Descrição
nota_fiscal_produto_icms,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_icms,vl_base,,"numeric(15,2)",
nota_fiscal_produto_icms,pr_aliquota,,"numeric(5,2)",
nota_fiscal_produto_icms,vl_icms,,"numeric(15,2)",
nota_fiscal_produto_icms,vl_isento,,"numeric(15,2)",
nota_fiscal_produto_icms,vl_outras,,"numeric(15,2)",
nota_fiscal_produto_icms,vl_diferimento,,"numeric(15,2)",
nota_fiscal_produto_icms,pr_diferimento,,"numeric(5,2)",
nota_fiscal_produto_icms,vl_base_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms,pr_aliquota_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms,vl_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms,created_at,,timestamp,Data de criação do registro
nota_fiscal_produto_icms,updated_at,,timestamp,Data da última atualização do registro
nota_fiscal_produto_icms_efetivo,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_icms _efetivo,vl_base,,"numeric(15,2)",
nota_fiscal_produto_icms _efetivo,pr_aliquota,,"numeric(5,2)",
nota_fiscal_produto_icms _efetivo,vl_icms,,"numeric(15,2)",
nota_fiscal_produto_icms _efetivo,created_at,,timestamp,Data de criação do registro
nota_fiscal_produto_icms _efetivo,updated_at,,timestamp,Data da última atualização do registro
nota_fiscal_produto_icms_st,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_icms_st,vl_base_st,,"numeric(15,2)",
nota_fiscal_produto_icms_st,pr_aliquota,,"numeric(5,2)",
nota_fiscal_produto_icms_st,vl_icms_st,,"numeric(15,2)",
nota_fiscal_produto_icms_st,vl_base_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms_st,pr_aliquota_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms_st,vl_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms_st,created_at,,timestamp,Data de criação do registro
nota_fiscal_produto_icms_st,updated_at,,timestamp,Data da última atualização do registro
nota_fiscal_produto_icms_st,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_icms_st,vl_base_st,,"numeric(15,2)",
nota_fiscal_produto_icms_st,pr_aliquota,,"numeric(5,2)",
nota_fiscal_produto_icms_st,vl_icms_st,,"numeric(15,2)",
nota_fiscal_produto_icms_st,vl_base_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms_st,pr_aliquota_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms_st,vl_fcp,,"numeric(15,2)",
nota_fiscal_produto_icms_st,created_at,,timestamp,Data de criação do registro
nota_fiscal_produto_icms_st,updated_at,,timestamp,Data da última atualização do registro
nota_fiscal_produto_ipi,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_ipi,vl_base,,"numeric(15,2)",
nota_fiscal_produto_ipi,pr_aliquota,,"numeric(5,2)",
nota_fiscal_produto_ipi,vl_ipi,,"numeric(15,2)",
nota_fiscal_produto_ipi,vl_outras,,"numeric(15,2)",
nota_fiscal_produto_ipi,vl_isento,,"numeric(15,2)",
nota_fiscal_produto_ipi,created_at,,timestamp,Data de criação do registro
nota_fiscal_produto_ipi,updated_at,,timestamp,Data da última atualização do registro
nota_fiscal_produto_observacao,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_observacao,cd_observacao,,integer,
nota_fiscal_produto_observacao,created_at,,timestamp,Data de criação do registro
nota_fiscal_produto_observacao,updated_at,,timestamp,Data da última atualização do registro
nota_fiscal_produto_st_saida,cd_nota_fiscal_produto,X,bigint,
nota_fiscal_produto_st_saida,vl_base,,"numeric(15,4)",
