Tabela,Campo,PK,Tipo,Descrição
Cliente,cd_pessoa,X,integer, 
Cliente,cd_atividade,,integer, 
Cliente,id_situacao,,smallint, 
Cliente,id_nf_devolucao,,smallint, 
Cliente,id_consumidor_final,,smallint, 
Cliente,id_ref,,smallint, 
Cliente,vl_limite_financeiro,,"numeric(15,2) ", 
Cliente,vl_pedido_minimo,,"numeric(15,2) ", 
Cliente,cd_tipo_pagamento_principal,,integer, 
Cliente,cd_tipo_pagamento_principal,,integer, 
Cliente,cd_pessoa_filial,,integer, 
Cliente,create_at,,timestamp,Data de criação do registro 
Cliente,updated_at,,timestamp,Data da última atualização do registro 
Cliente,id_preco_nota,,smallint, 
Cliente,id_ean,,smallint, 
Cliente,nr_dias_prazo_entrega,,integer, 
Cliente,id_valida_limite_credito,,smallint, 
Cliente,id_bloqueia_limite_credito,,smallint, 
Cliente,id_bloqueia_brinde_notificacao,,smallint, 
Cliente,ds_faixa_colgate,,text, 
Atividade,cd_atividade,X,integer, 
Atividade,nm_atividade,,text, 
Atividade,created_at,,timestamp,Data de criação do registro 
Atividade,updated_at,,timestamp,Data da última atualização do registro 
Atividade,cd_referencia_externa,,text, 
Pessoa,cd_pessoa,,integer, 
Pessoa,nm_pessoa,,text, 
Pessoa,cd_cidade,,integer, 
Pessoa,created_at,,timestamp,Data de criação do registro 
Pessoa,updated_at,,timestamp,Data da última atualização do registro 
Pessoa,cd_referencia_externa,,text, 
Pessoa_Juridica,cd_pessoa,X,integer, 
Pessoa_Juridica,nm_fantasia,,text, 
Pessoa_Juridica,nr_cnpj,,character varying (14), 
Pessoa_Juridica,nr_ie,,character varying (20), 
Pessoa_Juridica,created_at,,timestamp, 
Pessoa_Juridica,updated_at,,timestamp,
Pessoa_Fisica,cd_pessoa,X,integer, 
Pessoa_Fisica,nr_cpf,,character varying (11), 
Pessoa_Fisica,created_at,,timestamp, 
Pessoa_Fisica,updated_at,,timestamp," 
Endereco,cd_endereco,X,integer, 
Endereco,cd_pessoa,,integer, 
Endereco,id_tipo_endereco,,smallint, 
Endereco,cd_cidade,,integer," 
Endereco,nr_cep,,character varying (8), 
Endereco,nm_logradouro,,text, 
Endereco,nr_endereco,,text, 
Endereco,nm_bairro,,text, 
