Tabela,Campo,PK,Tipo,Descrição
meta_execucao,cd_meta_execucao,X,integer,
meta_execucao,cd_regiao_venda,,integer,
meta_execucao,cd_categoria_foto,,integer,
meta_execucao,cd_grupo_produto,,integer,
meta_execucao,dt_mes,,date,
meta_execucao,qt_objetivo,,integer,
meta_execucao,qt_resultado,,integer,
meta_execucao,created_at,,timestamp,
meta_execucao,updated_at,,timestamp,
meta_execucao,cd_fabricante,,bigint,
metrica,cd_metrica,X,integer,
metrica,nm_metrica,,text,
metrica,ds_metrica,,text,
metrica,id_foto,,smallint,
metrica,created_at,,timestamp,
metrica,updated_at,,timestamp,
migrations,id,X,integer,
migrations,migration,,character varying (255),
migrations,batch,,integer,
mix_ideal,cd_mix_ideal,X,integer,
mix_ideal,nm_mix_ideal,,text,
mix_ideal,created_at,,timestamp,
mix_ideal,updated_at,,timestamp,
mix_ideal,dt_inicio,,date,
mix_ideal,dt_fim,,date,
mix_ideal,id_preenchimento_obrigatorio,,smallint,
mix_ideal,id_destino,,smallint,
mix_ideal,cd_referencia_externa,,text,
mix_ideal_ativacao,cd_mix_ideal,X,integer,
mix_ideal_ativacao,cd_pessoa_cliente,X,integer,
mix_ideal_ativacao,cd_produto,X,bigint,
mix_ideal_ativacao,dt_ativacao,X,date,
mix_ideal_ativacao,created_at,,timestamp,
mix_ideal_ativacao,updated_at,,timestamp,
mix_ideal_atividade,cd_mix_ideal,X,integer,
mix_ideal_atividade,cd_atividade,X,integer,
mix_ideal_atividade,created_at,,timestamp,
mix_ideal_atividade,updated_at,,timestamp,
mix_ideal_cliente,cd_mix_ideal,X,integer,
mix_ideal_cliente,cd_pessoa,X,integer,
mix_ideal_cliente,created_at,,timestamp,
mix_ideal_cliente,updated_at,,timestamp,
mix_ideal_produto,cd_mix_ideal,X,integer,
mix_ideal_produto,cd_produto,X,bigint,
mix_ideal_produto,created_at,,timestamp,
mix_ideal_produto,updated_at,,timestamp,
modelo_contrato,cd_modelo_contrato,X,integer,
modelo_contrato,nm_modelo_contrato,,text,
modelo_contrato,ds_modelo_contrato,,text,
modelo_contrato,id_tipo_documento,,smallint,
modelo_contrato,created_at,,timestamp,
modelo_contrato,updated_at,,timestamp,
motivo_contingencia,cd_motivo_contingencia,X,integer,
motivo_contingencia,ds_motivo_contigencia,,text,
motivo_contingencia,created_at,,timestamp,
motivo_contingencia,updated_at,,timestamp,
motivo_ocorrencia_ponto,cd_motivo_ocorrencia_ponto,X,integer,
motivo_ocorrencia_ponto,ds_motivo_ocorrencia_ponto,,text,
motivo_ocorrencia_ponto,created_at,,timestamp,
motivo_ocorrencia_ponto,updated_at,,timestamp,
motivo_visita,cd_motivo_visita,X,integer,
motivo_visita,nm_motivo_visita,,text,
motivo_visita,id_visita,,smallint,
motivo_visita,created_at,,timestamp,
motivo_visita,updated_at,,timestamp,
motivo_visita,id_aplicativo,,smallint,
motivo_visita,id_observacao_obrigatorio,,smallint,
motivo_visita,id_principal,,smallint,
motivo_visita,id_passo_visita,,smallint,
motorista,cd_pessoa,X,bigint,
motorista,created_at,,timestamp,
motorista,updated_at,,timestamp,
movimento,cd_movimento,X,bigint,
movimento,cd_pessoa_filial,,integer,
movimento,cd_pessoa,,integer,
movimento,cd_pessoa_usuario,,integer,
movimento,dt_movimento,,date,
movimento,vl_movimento,,"numeric(15,2)",
movimento,id_tipo,,smallint,
movimento,qt_parcelas,,integer,
movimento,created_at,,timestamp,
movimento,updated_at,,timestamp,
negociacao,cd_negociacao,X,integer,
negociacao,ds_negociacao,,text,
